16 2057.45
32 252.782
48 237.679
64 240.704
80 240.656
96 240.423
112 241.008
128 239.678
144 252.779
160 226.504
176 226.632
192 238.513
208 233.538
224 236.556
240 232.029
256 239.81
272 238.42
288 240.475
304 249.983
320 236.858
336 238.802
352 238.985
368 237.448
384 241.93
400 248.122
416 248.366
432 230.589
448 230.288
464 227.611
480 251.587
496 245.219
512 249.664
